step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,OrigBalanceDiff,DestBalanceDiff,hourOfDay,highValue,type_CASH_OUT,type_PAYMENT,type_TRANSFER,isFraud
152,720760.4,771510.2,153941.08,222602.38,1370673.9,708686.94,-1271197.9,7,0,1,0,0,1
243,574870.25,559206.0,12145.05,317126.53,959813.6,628763.5,-642336.5,12,0,1,0,0,1
152,421385.9,432681.4,151405.73,11173.97,689830.06,416459.8,-748239.25,5,0,0,0,1,1
173,433067.2,412853.9,63960.69,361623.9,926054.2,441773.16,-597719.94,5,0,1,0,0,1
355,288723.47,241040.14,21817.57,373937.7,672266.94,321819.47,-349503.53,5,0,1,0,0,1
152,856493.4,878739.6,215064.22,0.0,1280033.8,809541.4,-1504606.1,15,0,0,0,1,1
311,246124.34,216841.02,64089.0,23995.31,236365.44,188302.45,-205311.81,11,0,0,0,1,1
335,326212.47,339562.53,98968.95,66921.47,592333.44,300655.1,-497933.38,7,0,0,0,1,1
177,417301.16,362513.62,48827.7,201019.38,674669.25,417988.97,-510237.9,11,0,1,0,0,1
367,386316.6,371478.9,68147.24,147998.4,687103.25,390319.84,-543072.94,6,0,1,0,0,1
544,2717079.2,2532718.8,57439.7,0.0,0.0,2506360.2,151349.66,18,1,0,0,1,1
576,909691.75,715320.2,0.0,0.0,203395.69,665217.1,-147111.72,18,1,0,0,1,1
286,439255.6,484307.03,193313.55,0.0,685779.25,375342.72,-830172.5,16,0,0,0,1,1
152,896484.5,914611.44,165869.67,427241.62,1743581.8,933367.25,-1418854.5,5,0,1,0,0,1
335,185361.6,169044.14,99558.63,17399.16,302428.0,122542.33,-268025.03,17,0,0,0,1,1
163,368145.97,404383.9,162932.05,0.0,684749.06,332593.22,-787978.9,10,0,0,0,1,1
153,390710.72,397810.9,127493.95,41190.47,602842.44,390090.2,-633792.6,5,0,0,0,1,1
153,419099.38,369102.9,67195.52,85836.59,493305.7,400368.28,-421180.2,5,0,1,0,0,1
188,297362.22,266597.9,0.0,2709440.8,2998457.0,333023.6,-273800.2,5,0,1,0,0,1
152,940338.06,1049922.0,272296.84,0.0,1502027.0,870217.6,-1773504.1,6,0,0,0,1,1
584,260181.1,238014.02,12971.97,162973.1,435446.44,241100.58,-230176.9,5,0,1,0,0,1
541,433456.84,395661.16,27809.3,670885.2,1190364.4,461979.53,-492068.25,6,0,1,0,0,1
280,1079272.5,1109502.8,0.0,285219.5,1439102.1,1188667.8,-1081901.4,5,1,1,0,0,1
261,448537.28,394874.8,21642.4,309256.38,799254.56,475525.1,-500272.47,18,0,1,0,0,1
154,362321.47,391108.03,141998.72,0.0,606451.8,323651.22,-682508.75,10,0,0,0,1,1
338,245610.6,274257.9,128497.76,0.0,416066.2,206765.2,-471959.4,11,0,0,0,1,1
581,557880.94,548858.25,0.0,234480.45,817738.9,593579.9,-518620.97,7,1,1,0,0,1
152,1393804.4,1564257.1,412037.44,0.0,2038316.4,1322528.2,-2181297.8,5,0,0,0,1,1
326,309215.6,307218.66,150511.22,0.0,455236.7,245841.08,-519134.44,18,0,0,0,1,1
157,553168.1,610360.75,72278.67,867799.06,1661247.0,592252.9,-851831.7,5,0,1,0,0,1
492,382323.1,343698.16,0.0,994996.25,1393206.4,390600.1,-345444.1,16,0,1,0,0,1
229,362636.47,407588.9,167387.86,0.0,588024.6,304598.47,-650117.6,16,0,0,0,1,1
152,795984.75,840137.44,223637.6,0.0,1212197.6,770125.4,-1380921.9,5,0,0,0,1,1
198,420418.8,433847.03,62064.28,352795.6,881677.4,467827.6,-578227.6,5,0,1,0,0,1
159,614720.9,650261.0,183775.31,0.0,985250.56,581453.8,-1087218.2,6,0,0,0,1,1
155,406003.1,422726.03,133147.06,0.0,652149.7,385165.97,-703453.1,5,0,0,0,1,1
452,1513503.2,1442871.2,0.0,0.0,907218.5,1422167.9,-817684.0,9,1,0,0,1,1
560,2420331.2,2271903.0,0.0,0.0,2102215.2,2364752.2,-2201165.5,11,1,1,0,0,1
152,638112.44,629054.8,164124.27,56090.97,1094069.0,589734.5,-1178792.6,18,0,1,0,0,1
152,507420.8,554673.75,100849.33,282429.3,1099269.4,528733.1,-880321.25,6,0,1,0,0,1
164,293144.84,272029.4,70118.44,18639.41,342498.62,252893.58,-309717.56,14,0,0,0,1,1
154,543764.06,424557.03,0.0,3984223.2,4926551.0,501018.38,-564618.0,5,1,1,0,0,1
152,532087.3,582000.3,185999.31,0.0,871018.06,496942.62,-1004405.5,8,0,0,0,1,1
253,404673.72,389960.9,48117.94,475778.1,1046943.8,423190.72,-590026.0,5,0,1,0,0,1
182,519834.1,551650.1,101319.32,232266.72,1069893.5,532625.2,-907822.4,15,0,1,0,0,1
152,538363.44,567727.25,85741.75,316125.53,1063117.4,550110.56,-830921.7,9,0,1,0,0,1
584,1686362.5,1510667.4,0.0,6970.22,204673.81,1482358.1,-20507.27,13,1,0,0,1,1
152,627288.06,607673.25,80025.44,1027778.25,1819038.2,656428.0,-882053.06,5,0,1,0,0,1
152,952632.3,1042188.4,212133.5,2033.72,1511185.6,921212.25,-1642338.1,6,0,1,0,0,1
153,581483.75,590227.7,105046.61,226711.16,1046199.7,609767.4,-870335.6,5,0,1,0,0,1
257,3107820.2,2975757.0,0.0,1960427.4,4395474.5,3044482.0,-2477559.2,5,1,1,0,0,1
153,688325.75,703009.75,109862.76,377123.72,1375961.0,702098.3,-1076080.4,7,0,1,0,0,1
152,566797.06,598363.25,90954.6,353259.9,1107494.6,593847.1,-858021.06,6,0,1,0,0,1
153,425941.38,393237.9,82471.14,20520.22,394905.53,355064.84,-364243.97,14,0,0,0,1,1
153,764107.25,823652.2,190122.0,0.0,1209371.0,722064.5,-1352713.5,6,0,0,0,1,1
359,238419.84,239091.4,113835.68,0.0,327570.38,181110.45,-328866.38,14,0,0,0,1,1
275,320111.47,285853.9,17213.44,732384.75,1094758.0,330495.34,-358459.12,6,0,1,0,0,1
153,351698.6,369803.9,129340.48,0.0,528729.2,325751.84,-571331.1,6,0,0,0,1,1
180,361463.2,402893.62,128564.92,0.0,622352.5,307326.84,-688880.06,18,0,0,0,1,1
152,554092.06,492356.28,68476.46,373130.47,1048804.6,576447.2,-766673.75,11,0,1,0,0,1
152,709297.4,673551.5,120759.03,184582.84,1124877.1,706406.56,-1046072.75,5,0,1,0,0,1
152,719649.06,655086.3,77441.92,634676.56,1470026.8,765883.4,-1016574.75,8,0,1,0,0,1
