step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,OrigBalanceDiff,DestBalanceDiff,hourOfDay,highValue,type_CASH_OUT,type_PAYMENT,type_TRANSFER,isFraud
249,2328917.8,462109.8,1696745.5,0.0,1464796.4,2244234.5,-439722.0,8,1,1,0,0,1
264,1995678.1,2700892.2,257103.98,0.0,3590779.0,1579229.5,101410.16,12,0,1,-1,0,1
336,336382.1,655939.94,649145.6,926511.6,0.0,1469048.1,-1890752.5,9,1,1,0,0,1
510,591866.5,0.0,1243199.9,566852.6,2720563.8,1991778.1,-451475.2,11,0,0,0,0,1
426,2114162.0,1414447.9,0.0,0.0,1294567.8,1288478.0,-611422.3,9,0,0,0,1,1
530,531703.75,1927015.2,270115.53,479711.62,2225204.2,895669.94,225874.16,12,1,0,0,0,1
456,2908723.0,0.0,0.0,132454.28,0.0,1836145.5,-550121.94,7,1,0,0,1,1
230,2567196.0,2863304.8,0.0,1010490.25,3924707.0,541609.94,-1475170.5,12,1,1,1,1,1
421,192866.84,99551.27,1105884.9,2628097.2,2917039.8,2131068.5,636914.94,14,1,1,0,0,1
288,2130499.8,3180713.2,0.0,844912.8,2740326.8,364280.72,-1018258.4,9,1,0,0,0,1
348,2545345.8,0.0,0.0,3216211.2,0.0,3118983.0,-1336324.4,13,1,0,0,1,1
270,1078834.2,1704362.5,0.0,0.0,1868568.6,3259694.0,-59145.84,14,1,0,0,0,1
439,1516908.1,1804262.5,1431835.0,1919008.4,0.0,1825830.5,-1120444.4,10,1,0,-1,1,1
461,2252837.5,3021156.2,0.0,181735.1,1410510.4,1607943.2,-878564.9,12,1,0,0,1,1
305,1814474.8,1456789.8,633192.3,0.0,0.0,1761031.2,-314314.2,9,1,0,0,0,1
497,2169137.5,1417939.0,75641.8,0.0,408086.2,870631.25,-685358.56,8,1,0,-1,1,1
554,3032301.0,2578126.5,374050.62,3087129.5,630285.6,3243347.8,-781815.5,11,0,1,0,1,1
461,595195.6,1570037.1,0.0,0.0,2320813.5,934578.5,-796960.94,6,1,0,0,0,1
415,0.0,1141162.2,459080.3,2579390.8,704591.2,2294228.8,-765045.75,10,1,0,0,1,1
283,2474289.5,2676413.0,827680.2,1763985.1,0.0,2361335.2,-663608.0,11,1,0,0,0,1
317,906584.25,4885088.0,1025271.4,0.0,0.0,1424504.0,-429519.72,12,0,0,0,1,1
491,1952615.0,4130676.5,0.0,0.0,2387969.5,2786253.0,-820996.2,8,0,1,0,0,1
261,0.0,1875419.2,0.0,0.0,831512.56,1499903.0,-207224.28,10,0,0,0,0,1
325,1846599.9,4173107.0,962547.6,1966071.6,1368528.5,1708638.5,-619438.75,13,1,0,0,1,1
302,2451232.2,526459.0,0.0,1932324.0,3977884.2,1737207.9,-839192.56,10,1,1,1,0,1
428,1510637.6,1827357.5,0.0,2483827.0,1475156.0,2188497.0,-123548.4,11,1,1,-1,0,1
185,252384.84,3157577.0,857341.06,3101014.8,0.0,3156779.8,-396930.88,16,1,0,-1,1,1
373,0.0,0.0,0.0,0.0,0.0,81254.46,746374.75,11,1,0,0,1,1
437,3263407.2,0.0,1039238.75,2910967.8,0.0,2356035.5,-258332.78,7,1,1,0,0,1
348,2365270.2,876182.9,122294.94,191008.62,2094836.8,460700.6,-938258.4,11,0,1,0,0,1
526,618585.4,0.0,0.0,1447981.1,3147542.0,0.0,-638777.6,7,1,0,0,1,1
339,1460410.9,2186492.8,334955.3,0.0,383949.0,2031444.8,458566.9,13,1,0,-1,1,1
370,2970378.2,1133854.8,0.0,3237296.8,0.0,1747712.4,466019.03,8,1,0,1,0,1
296,402431.8,4163745.5,0.0,0.0,0.0,1551238.8,-1194704.6,7,1,0,-1,1,1
336,1956816.4,481449.8,0.0,840011.8,2473620.2,381762.84,-149657.97,14,1,0,0,1,1
197,1865521.6,2770262.5,1426008.8,2421714.8,0.0,3041697.5,-1072720.2,11,1,1,-1,0,1
438,2708925.0,2085070.5,1627952.1,425484.9,3637286.0,2438062.8,-1634582.8,9,1,1,0,0,1
342,2342542.8,3134441.5,0.0,1375644.1,1256727.0,1848194.2,661488.8,12,1,0,-1,1,1
455,509410.8,3059043.2,144160.4,1214123.8,0.0,2986863.2,972208.3,6,1,0,-1,0,1
233,270449.6,3106405.0,0.0,2577511.0,2888182.5,0.0,-2087766.1,10,1,0,0,1,1
292,1944199.5,2381410.8,963740.3,1979554.8,329988.94,2407091.0,-1326126.0,15,0,1,0,0,1
276,752534.06,0.0,0.0,2294293.2,2485804.2,1598422.5,232220.6,9,0,0,0,1,1
374,95929.34,3355187.2,1640254.5,20392.72,0.0,901807.44,-767890.75,10,1,0,0,0,1
370,1430423.5,0.0,996094.75,2430145.5,842702.94,2331961.0,-867714.94,7,0,0,0,1,1
215,1325742.8,3260072.2,0.0,139388.78,2760287.2,3204141.0,-1568552.4,8,1,1,0,0,1
225,931764.9,1413574.1,0.0,681701.8,662208.56,422490.97,662711.56,13,1,0,1,0,1
227,1939943.2,3321156.2,0.0,2125667.8,2979347.2,2321375.2,-966096.8,11,1,1,-1,0,1
448,1213220.0,0.0,400525.62,0.0,2371622.0,1609181.9,-2041079.4,7,1,1,0,0,1
260,378637.1,0.0,0.0,0.0,1011140.6,3579434.5,135648.34,10,1,1,0,0,1
471,1481787.2,1906659.6,0.0,0.0,277006.12,1862515.2,-1623336.6,13,0,0,0,1,1
424,1376936.8,0.0,142667.89,532630.6,1825261.1,483987.97,-1802214.5,10,1,0,1,1,1
426,2126525.8,2896118.5,487398.9,986748.9,2246758.2,2430485.5,-676923.7,11,1,0,0,1,1
398,460146.4,2275859.8,892630.4,0.0,1363359.4,829312.2,-1427692.5,8,1,1,0,0,1
478,2867861.5,0.0,688635.8,0.0,731502.3,1644852.4,-2261.52,10,1,1,-1,1,1
244,2007543.6,0.0,884868.3,0.0,2067725.5,3149110.5,-1093893.9,13,1,0,-1,1,1
559,2015583.2,611570.7,174118.94,798954.75,0.0,2334242.8,-1116370.0,11,0,1,1,0,1
467,2486555.2,284226.9,0.0,907138.6,838879.06,2553905.2,-1708249.5,10,1,1,0,0,1
465,1756952.4,1577458.5,1081335.9,2308265.5,0.0,954570.25,-1300150.8,12,1,0,0,1,1
281,1923633.0,0.0,0.0,1289290.4,0.0,1907771.6,-1015271.8,11,0,1,0,0,1
516,2375933.2,539102.6,370909.38,0.0,985986.2,605351.6,-501578.84,8,1,1,0,0,1
508,1198752.6,0.0,0.0,1717362.4,0.0,747000.8,445556.9,7,1,0,0,1,1
439,739077.6,2473605.8,0.0,0.0,891363.75,2359411.0,-1039836.2,18,0,0,0,0,1
480,2493389.0,694343.75,0.0,1068845.0,1189328.1,2732073.2,-193795.16,13,1,0,0,1,1
487,2455100.0,2225537.2,0.0,0.0,0.0,2139679.5,-1386031.2,8,1,0,0,1,1
241,0.0,0.0,0.0,134302.84,0.0,1482036.0,-553066.56,10,1,1,0,1,1
392,0.0,3249991.2,1443.77,1984254.2,0.0,2992789.5,883329.06,10,0,1,-1,0,1
476,780551.1,169753.9,0.0,1145552.6,1734429.6,2342568.8,708105.94,9,1,0,0,1,1
471,1901540.5,0.0,0.0,0.0,4306241.5,2671246.8,-902057.25,11,0,1,0,1,1
268,977126.4,3035728.0,1452378.8,0.0,2193344.0,2380145.8,-845924.2,15,0,0,0,0,1
488,2030690.8,2589065.0,0.0,0.0,0.0,380469.2,-289041.75,12,0,0,0,1,1
390,1618823.2,2875115.5,0.0,0.0,911813.6,2962428.5,-347497.53,11,1,0,1,0,1
332,1867878.5,1139636.9,0.0,1121670.6,0.0,1590138.1,173954.78,11,1,0,0,1,1
388,403588.38,1555303.6,1622016.6,895802.0,0.0,2722832.8,-1162416.0,10,1,1,-1,0,1
444,674873.8,1044151.44,818350.56,331390.25,1704951.2,659101.9,-648800.75,12,1,1,0,0,1
521,2451039.2,1764379.6,0.0,1266875.9,1648357.2,2977075.0,-618647.56,6,1,1,1,0,1
464,2670045.2,2439148.8,560572.4,0.0,1896759.2,853292.5,114169.29,9,1,0,0,1,1
299,1629367.2,0.0,705088.2,111706.59,2698476.2,2299702.2,-1031222.0,14,1,0,0,0,1
359,1615508.8,3379785.2,113824.97,0.0,0.0,2385314.0,163936.22,12,1,1,1,0,1
438,1264329.2,2525873.5,23831.54,0.0,2188296.2,3075278.5,-2066909.0,9,0,1,0,0,1
515,0.0,632150.3,426811.84,923445.75,59247.43,1942468.0,-633340.25,15,0,1,1,1,1
349,3029112.8,485439.62,0.0,963100.56,3985444.2,3238161.5,899451.2,13,0,0,0,1,1
502,848030.5,845874.75,0.0,1546113.5,0.0,2986404.8,-1630507.4,9,1,0,1,1,1
358,2280980.5,3896484.8,0.0,2026064.4,0.0,3052873.5,-33088.08,7,0,1,0,0,1
397,2432511.0,4066859.2,0.0,12667.72,2373918.8,2073852.4,-1446053.0,9,1,0,0,1,1
394,2828163.8,714737.8,0.0,2580366.0,530799.8,2731299.8,-284926.5,10,0,0,0,1,1
424,1288747.8,3177908.5,0.0,105150.12,1853264.4,2472042.5,-381655.84,6,1,1,0,0,1
235,475816.72,0.0,0.0,744252.06,3339794.0,631234.56,-419344.47,14,1,0,0,1,1
338,2648659.8,440578.03,0.0,700723.6,3690406.8,0.0,-955753.8,13,0,1,0,0,1
459,1686738.8,0.0,564757.9,0.0,0.0,2335041.5,-162326.4,7,1,0,0,1,1
477,1625377.6,0.0,980619.06,2716577.0,0.0,1178860.6,312439.53,13,1,1,-1,1,1
374,611430.25,996027.5,0.0,300486.28,1448187.9,1730217.0,338822.8,8,1,0,-1,1,1
176,2396862.5,3776068.5,0.0,0.0,0.0,497823.03,-917173.5,16,1,0,0,1,1
499,1348990.5,0.0,0.0,238028.56,1071643.9,1494756.6,-1913651.0,12,1,1,0,0,1
425,755049.1,0.0,1079704.5,151814.66,0.0,3416473.2,-578061.9,10,1,1,0,0,1
379,2313636.5,2757354.5,239734.69,3047296.8,1250327.6,0.0,-556280.75,15,0,0,-1,0,1
540,270080.34,2004672.4,0.0,3436503.2,0.0,816928.5,-1162288.8,13,1,0,0,0,1
246,2671133.2,2958126.8,0.0,937807.1,2547585.8,3576262.5,-867192.94,9,0,0,0,1,1
533,1257170.6,2292814.5,0.0,1890195.6,0.0,2818700.2,-692617.5,11,1,1,0,0,1
397,2155438.5,1854240.5,73252.42,1351368.5,0.0,2620423.0,-1017797.2,12,1,0,0,0,1
432,1064574.4,878817.94,1444908.0,670499.56,827406.6,647354.0,-26666.27,9,1,0,0,0,1
287,2078416.4,3598305.0,149612.72,1363610.1,0.0,1262287.9,-952540.56,14,1,1,0,1,1
453,2949290.5,1500670.2,801677.8,0.0,0.0,2102130.0,-1244039.1,10,0,0,1,1,1
286,3357070.0,1613278.8,147907.45,428948.9,0.0,3341107.8,195788.66,12,0,1,-1,1,1
374,1892961.6,1516671.0,435033.3,0.0,207334.56,1498576.8,566178.06,17,0,1,0,1,1
485,245876.45,101274.65,0.0,0.0,800533.75,338321.6,214645.84,16,0,1,0,0,1
533,1067052.5,0.0,0.0,405148.56,0.0,2433830.8,-1669837.0,12,0,0,0,0,1
502,1850227.0,125760.65,0.0,442782.1,3777796.5,1531927.2,-1825182.9,16,1,1,0,0,1
444,3230554.2,3554922.2,0.0,0.0,3215995.0,3466724.8,-1538261.8,10,1,0,0,1,1
425,2387919.2,2687022.0,0.0,610255.7,1595743.4,1550879.0,-46796.84,13,1,1,0,0,1
264,420561.97,1805299.6,0.0,42482.97,1106365.0,0.0,505677.62,12,0,1,0,1,1
386,2330464.8,2350368.8,0.0,0.0,1901487.9,788594.8,-2139694.5,13,1,0,0,1,1
510,873719.6,390348.62,713581.7,2615756.2,0.0,2121410.0,-23482.27,13,0,1,0,1,1
442,0.0,1745260.1,0.0,0.0,330715.44,1272058.5,-902986.0,8,1,1,0,0,1
282,0.0,1315110.9,793771.4,256669.66,0.0,1006541.4,-586682.1,11,1,1,0,0,1
322,541925.2,2003300.1,194513.1,0.0,0.0,1789996.1,-1917344.0,8,1,1,1,1,1
431,1676662.9,1765015.6,550150.25,0.0,188690.44,2081828.0,-217885.05,7,1,1,0,1,1
241,2731621.8,1849750.4,62212.24,0.0,3034816.8,3595226.2,-115637.84,10,0,0,0,0,1
408,1122513.4,0.0,0.0,2336087.8,391706.9,2283115.2,-477250.75,13,1,1,0,0,1
465,706388.8,1479295.2,0.0,0.0,2137461.5,0.0,-279544.06,10,1,0,-1,0,1
416,1796158.4,348656.4,272147.97,970778.56,2701628.2,3193957.5,847871.7,7,1,1,1,1,1
315,0.0,1505874.9,398059.9,481732.25,0.0,1315884.2,-1142684.5,9,1,1,0,0,1
369,1795710.4,0.0,0.0,1841351.4,0.0,1984956.4,730483.94,16,1,0,0,1,1
