step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,OrigBalanceDiff,DestBalanceDiff,hourOfDay,highValue,type_CASH_OUT,type_PAYMENT,type_TRANSFER,isFraud
542,408118.72,1483106.1,72576.3,0.0,0.0,907139.06,608945.56,14,1,0,0,1,1
547,612993.75,1665787.6,83576.8,0.0,0.0,1138786.0,446866.53,12,1,0,0,1,1
534,497889.47,1562999.9,79252.21,0.0,0.0,1017168.56,542784.06,12,1,0,0,1,1
539,520349.4,1581652.8,81771.66,0.0,0.0,1038514.0,520519.03,12,1,0,0,1,1
551,536039.5,1586997.5,75887.46,0.0,0.0,1053879.4,482841.62,13,1,0,0,1,1
546,617890.8,1670622.1,85367.26,0.0,0.0,1144811.9,446656.4,12,1,0,0,1,1
550,558895.6,1610212.8,78252.04,0.0,0.0,1078263.2,485059.8,12,1,0,0,1,1
550,586825.25,1645453.2,78642.12,0.0,0.0,1115471.2,473466.4,12,1,0,0,1,1
541,503694.1,1562672.0,77610.85,0.0,0.0,1016942.0,527348.94,13,1,0,0,1,1
544,587789.1,1647881.8,87286.66,0.0,0.0,1115061.1,473015.28,12,1,0,0,1,1
551,586533.5,1630037.6,74157.53,0.0,0.0,1107986.5,456166.16,12,1,0,0,1,1
547,574731.8,1632878.9,85114.69,0.0,0.0,1099683.6,482675.8,12,1,0,0,1,1
541,541116.9,1606638.2,81435.54,0.0,0.0,1061032.5,513496.28,13,1,0,0,1,1
543,565694.06,1626772.8,86095.27,0.0,0.0,1091189.0,491765.8,12,1,0,0,1,1
553,443617.6,1487893.2,52578.2,0.0,0.0,952414.25,546670.06,14,1,0,0,1,1
548,565125.5,1620511.6,77799.22,0.0,0.0,1086701.2,462582.8,12,1,0,0,1,1
546,602831.3,1653464.8,78739.14,0.0,0.0,1123121.8,457329.62,12,1,0,0,1,1
547,539859.06,1602907.6,84409.63,0.0,0.0,1061595.8,508294.03,12,1,0,0,1,1
542,490691.16,1558977.8,79841.9,0.0,0.0,1007665.1,540030.3,13,1,0,0,1,1
548,608653.6,1669196.4,86278.51,0.0,0.0,1137037.1,468602.16,12,1,0,0,1,1
546,526941.56,1588092.5,80061.03,0.0,0.0,1046248.0,518424.4,13,1,0,0,1,1
550,544119.94,1595744.5,75514.86,0.0,0.0,1063958.4,496653.03,13,1,0,0,1,1
552,535534.7,1583606.1,74846.51,0.0,0.0,1049386.2,494155.03,13,1,0,0,1,1
547,549078.8,1608794.9,80195.74,0.0,0.0,1072939.1,496334.16,12,1,0,0,1,1
544,582957.1,1637217.8,83416.06,0.0,0.0,1106445.2,470570.4,12,1,0,0,1,1
536,522207.2,1595000.8,89770.45,0.0,0.0,1045242.5,525181.44,12,1,0,0,1,1
544,477224.62,1543908.1,69730.04,0.0,0.0,990949.7,545667.8,13,1,0,0,1,1
541,524387.7,1593198.8,84306.97,0.0,0.0,1034439.25,531255.3,13,1,0,0,1,1
539,500347.97,1561377.5,77758.66,0.0,0.0,1010162.94,547038.2,13,1,0,0,1,1
541,532685.06,1600523.9,83894.52,0.0,0.0,1054629.0,520467.28,13,1,0,0,1,1
550,577390.2,1624464.5,74715.06,0.0,0.0,1101779.6,465865.53,12,1,0,0,1,1
568,556437.7,1597983.2,57932.78,0.0,0.0,1081524.0,450433.9,13,1,0,0,1,1
535,531447.44,1606671.5,91247.62,0.0,0.0,1057631.9,527537.06,12,1,0,0,1,1
547,578124.2,1622007.6,75488.98,0.0,0.0,1095109.1,471620.03,13,1,0,0,1,1
558,481674.6,1529455.2,55765.77,0.0,0.0,989242.3,531187.7,14,1,0,0,1,1
562,524671.5,1573484.8,55531.42,0.0,0.0,1032376.06,478635.8,14,1,0,0,1,1
552,537176.1,1600060.6,63689.22,0.0,0.0,1050904.6,481566.62,13,1,0,0,1,1
542,486447.53,1542219.2,71872.6,0.0,0.0,996974.75,543006.56,13,1,0,0,1,1
544,586181.7,1646837.0,86589.47,0.0,0.0,1114465.0,473856.03,12,1,0,0,1,1
546,567410.4,1619142.2,78045.38,0.0,0.0,1088316.1,480315.16,12,1,0,0,1,1
552,490822.03,1506633.6,34801.52,0.0,0.0,985058.56,473494.9,14,1,0,0,1,1
558,521437.4,1575560.4,71488.4,0.0,0.0,1040699.5,479179.8,13,1,0,0,1,1
551,553519.9,1643171.2,87718.34,0.0,0.0,1078404.6,559238.8,13,1,0,0,1,1
562,508424.28,1543282.9,42311.19,0.0,0.0,1011083.06,479195.62,14,1,0,0,1,1
546,586087.4,1644402.4,83424.38,0.0,0.0,1112503.4,467677.16,12,1,0,0,1,1
544,564357.94,1625125.8,84820.45,0.0,0.0,1089688.0,486362.4,12,1,0,0,1,1
546,590370.8,1649046.5,85497.54,0.0,0.0,1117747.8,467959.28,12,1,0,0,1,1
566,577138.6,1618594.5,52062.4,0.0,0.0,1092524.4,436926.8,13,1,0,0,1,1
546,622538.75,1675777.5,86345.05,0.0,0.0,1149528.9,444191.62,12,1,0,0,1,1
